Visi studentai:
Vardas    Pavarde      vidurkis     mediana
vardas5802pavarde5802       5.46          3
vardas5806pavarde5806       5.58          4
vardas5808pavarde5808       5.78          6
vardas5809pavarde5809       5.16          4
vardas5812pavarde5812       5.22          3
vardas5814pavarde5814       5.85          4
vardas5818pavarde5818       5.49          4
vardas5820pavarde5820        4.3          3
vardas5823pavarde5823       5.59          5
vardas5824pavarde5824       5.52          3
vardas5828pavarde5828       5.81          5
vardas5829pavarde5829       4.96          3
vardas5830pavarde5830       5.99          5
vardas5831pavarde5831        4.6          4
vardas5834pavarde5834       5.45          2
vardas5835pavarde5835       5.49          5
vardas5836pavarde5836        5.9          3
vardas5840pavarde5840       5.67          3
vardas5841pavarde5841       5.73          4
vardas5843pavarde5843       3.71          1
vardas5844pavarde5844       5.54          5
vardas5851pavarde5851       4.13          2
vardas5860pavarde5860       5.77          4
vardas5862pavarde5862       5.15          4
vardas5863pavarde5863       4.83          3
vardas5865pavarde5865       5.15          5
vardas5876pavarde5876       4.22          3
vardas5877pavarde5877       5.04          3
vardas5878pavarde5878       2.81          2
vardas5879pavarde5879       5.96          6
vardas5880pavarde5880       4.39          3
vardas5881pavarde5881       4.48          3
vardas5882pavarde5882        5.5          4
vardas5894pavarde5894        5.1          4
vardas5895pavarde5895       5.02          3
vardas5896pavarde5896        5.8          3
vardas5897pavarde5897       5.96          5
vardas5899pavarde5899       5.68          4
vardas5906pavarde5906       5.65          4
vardas5907pavarde5907       3.93          2
vardas5909pavarde5909       5.16          4
vardas5915pavarde5915       5.31          2
vardas5916pavarde5916       5.06          4
vardas5917pavarde5917       5.21          5
vardas5918pavarde5918       5.44          4
vardas5919pavarde5919       4.89          3
vardas5928pavarde5928       4.25          3
vardas5934pavarde5934       5.82          2
vardas5935pavarde5935       4.96          3
vardas5952pavarde5952       5.69          5
vardas5956pavarde5956       5.93          5
vardas5957pavarde5957       4.99          3
vardas5959pavarde5959       5.84          3
vardas5960pavarde5960       5.17          4
vardas5961pavarde5961       5.83          4
vardas5965pavarde5965       5.58          3
vardas5967pavarde5967       5.38          3
vardas5973pavarde5973       5.94          4
vardas5974pavarde5974       4.59          2
vardas5975pavarde5975       4.52          2
vardas5982pavarde5982       4.64          3
vardas5983pavarde5983       4.13          2
vardas5984pavarde5984       5.63          4
vardas5987pavarde5987       5.53          3
vardas5996pavarde5996       4.14          3
vardas5998pavarde5998       5.05          3
vardas6001pavarde6001       4.71          2
vardas6002pavarde6002       5.74          5
vardas6004pavarde6004       5.59          4
vardas6011pavarde6011       5.82          5
vardas6015pavarde6015       5.88          4
vardas6017pavarde6017       4.68          2
vardas6018pavarde6018       5.14          4
vardas6019pavarde6019       5.23          3
vardas6021pavarde6021       5.53          3
vardas6022pavarde6022       4.51          3
vardas6027pavarde6027        5.1          3
vardas6028pavarde6028       4.02          3
vardas6029pavarde6029        5.4          3
vardas6034pavarde6034       5.75          4
vardas6036pavarde6036       5.47          3
vardas6038pavarde6038       4.66          3
vardas6039pavarde6039       5.93          5
vardas6041pavarde6041       4.96          2
vardas6042pavarde6042       5.19          4
vardas6043pavarde6043       5.84          5
vardas6044pavarde6044       5.17          2
vardas6046pavarde6046       5.49          2
vardas6050pavarde6050       5.02          4
vardas6055pavarde6055       5.47          2
vardas6056pavarde6056       5.89          3
vardas6059pavarde6059       5.66          5
vardas6061pavarde6061       5.95          5
vardas6062pavarde6062       4.79          3
vardas6068pavarde6068       5.36          4
vardas6069pavarde6069       5.47          4
vardas6075pavarde6075       5.07          1
vardas6085pavarde6085       5.93          4
vardas6086pavarde6086       5.99          4
vardas6087pavarde6087        4.4          3
vardas6089pavarde6089       5.94          4
vardas6093pavarde6093       5.37          3
vardas6102pavarde6102       5.88          4
vardas6107pavarde6107       5.75          4
vardas6108pavarde6108       5.15          3
vardas6109pavarde6109       5.83          5
vardas6116pavarde6116       4.41          3
vardas6121pavarde6121       4.65          2
vardas6125pavarde6125        4.3          2
vardas6127pavarde6127       5.65          6
vardas6134pavarde6134        4.7          3
vardas6144pavarde6144       5.62          4
vardas6147pavarde6147       4.72          2
vardas6148pavarde6148       4.94          3
vardas6150pavarde6150       4.24          2
vardas6155pavarde6155       5.84          4
vardas6159pavarde6159        5.8          3
vardas6165pavarde6165       4.46          3
vardas6167pavarde6167       5.38          3
vardas6168pavarde6168       5.28          4
vardas6172pavarde6172       5.74          3
vardas6173pavarde6173       4.15          2
vardas6174pavarde6174       4.03          1
vardas6178pavarde6178       4.74          1
vardas6181pavarde6181       3.85          2
vardas6193pavarde6193       4.95          2
vardas6196pavarde6196        4.1          2
vardas6208pavarde6208       3.88          2
vardas6210pavarde6210       5.24          3
vardas6211pavarde6211       5.25          4
vardas6215pavarde6215       5.68          3
vardas6216pavarde6216       4.94          4
vardas6226pavarde6226       5.55          3
vardas6230pavarde6230       5.88          2
vardas6231pavarde6231       5.78          3
vardas6241pavarde6241       5.38          4
vardas6242pavarde6242       5.68          4
vardas6243pavarde6243       5.54          5
vardas6244pavarde6244       5.51          4
vardas6252pavarde6252       4.11          2
vardas6253pavarde6253       4.22          4
vardas6254pavarde6254       5.04          3
vardas6256pavarde6256       5.28          5
vardas6264pavarde6264        5.9          3
vardas6265pavarde6265       5.58          4
vardas6266pavarde6266       5.52          2
vardas6267pavarde6267        5.9          5
vardas6276pavarde6276       5.49          3
vardas6279pavarde6279       5.66          4
vardas6285pavarde6285       5.86          5
vardas6290pavarde6290        5.8          5
vardas6295pavarde6295       4.66          2
vardas6299pavarde6299       5.37          5
vardas6301pavarde6301       5.73          4
vardas6304pavarde6304       4.87          4
vardas6314pavarde6314       5.61          3
vardas6320pavarde6320       5.52          2
vardas6324pavarde6324       3.34          2
vardas6325pavarde6325       4.67          2
vardas6332pavarde6332       5.88          4
vardas6341pavarde6341       5.13          2
vardas6342pavarde6342       5.23          4
vardas6355pavarde6355       5.87          4
vardas6369pavarde6369       5.61          5
vardas6384pavarde6384       5.63          4
vardas6388pavarde6388       3.85          1
vardas6389pavarde6389       4.97          3
vardas6392pavarde6392       5.02          4
vardas6399pavarde6399       5.85          4
vardas6402pavarde6402       5.01          3
vardas6403pavarde6403        5.8          5
vardas6404pavarde6404       4.36          2
vardas6405pavarde6405       4.47          2
vardas6407pavarde6407       5.22          2
vardas6408pavarde6408       5.84          4
vardas6411pavarde6411       5.57          3
vardas6416pavarde6416        4.9          4
vardas6430pavarde6430       5.92          4
vardas6438pavarde6438       5.01          4
vardas6440pavarde6440       4.36          1
vardas6446pavarde6446       5.73          4
vardas6465pavarde6465       4.07          2
vardas6466pavarde6466       5.41          4
vardas6467pavarde6467       5.28          2
vardas6471pavarde6471       5.62          5
vardas6477pavarde6477       5.22          3
vardas6478pavarde6478       5.04          4
vardas6479pavarde6479       5.01          5
vardas6481pavarde6481       5.92          4
vardas6489pavarde6489       5.85          4
vardas6490pavarde6490       5.17          4
vardas6492pavarde6492       5.25          4
vardas6494pavarde6494       5.93          3
vardas6505pavarde6505       5.82          4
vardas6508pavarde6508       4.09          4
vardas6513pavarde6513       5.87          6
vardas6521pavarde6521       5.74          1
vardas6524pavarde6524        5.7          4
vardas6531pavarde6531       5.92          2
vardas6533pavarde6533       5.52          4
vardas6537pavarde6537       5.87          4
vardas6538pavarde6538       5.57          3
vardas6539pavarde6539       5.51          4
vardas6545pavarde6545       5.42          5
vardas6547pavarde6547       5.34          4
vardas6555pavarde6555       5.64          5
vardas6561pavarde6561       5.86          4
vardas6563pavarde6563       5.75          4
vardas6565pavarde6565       5.47          4
vardas6567pavarde6567        5.7          4
vardas6572pavarde6572       5.64          4
vardas6575pavarde6575       5.42          4
vardas6576pavarde6576       5.68          4
vardas6577pavarde6577       5.94          5
vardas6584pavarde6584       4.97          2
vardas6586pavarde6586          6          3
vardas6587pavarde6587        4.6          2
vardas6588pavarde6588       4.52          3
vardas6594pavarde6594       5.37          3
vardas6602pavarde6602        5.3          4
vardas6604pavarde6604       5.85          4
vardas6605pavarde6605       4.57          3
vardas6610pavarde6610       5.48          4
vardas6611pavarde6611        4.5          1
vardas6613pavarde6613       3.74          1
vardas6617pavarde6617       5.22          5
vardas6618pavarde6618       4.64          2
vardas6621pavarde6621       4.97          3
vardas6639pavarde6639       5.31          4
vardas6640pavarde6640       5.46          4
vardas6641pavarde6641       5.89          5
vardas6648pavarde6648       5.68          4
vardas6650pavarde6650       5.55          3
vardas6658pavarde6658       4.51          3
vardas6661pavarde6661       5.87          4
vardas6669pavarde6669       5.26          3
vardas6685pavarde6685       4.86          4
vardas6686pavarde6686       5.57          4
vardas6691pavarde6691       5.13          2
vardas6693pavarde6693       5.69          4
vardas6695pavarde6695       5.51          4
vardas6696pavarde6696        4.7          4
vardas6699pavarde6699       5.89          4
vardas6707pavarde6707       5.67          1
vardas6709pavarde6709       5.75          3
vardas6710pavarde6710       3.95          2
vardas6711pavarde6711       5.99          5
